brand,name,price,spec_rating,processor,CPU,Ram_type,ROM_type,display_size,resolution_height,OS,Generation,Core,ram,rom,hdd,ssd,GPU_Brand,os,ppi
Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,31500,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows OS,11,3,8,256,0,256,Intel,Windows,141.2119981
Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,29000,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,4,256,0,256,Intel,Windows,141.2119981
HP,15s-eq2143au Laptop,32990,69.32352941,5th Gen AMD Ryzen i3  5300U,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows OS,5,3,8,512,0,512,AMD,Windows,141.2119981
Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,36990,69.32352941,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,AMD,Windows,141.2119981
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,239900,69.32352941,13th Gen Apple M i9 M1 Pro M1 Pro,"24 Cores (8P + 16E), 32 Threads",Unified,SSD,14.2,1964,Mac OS,13,9,16,1000,0,1000,Others,Mac,253.9303427
Apple,MacBook Pro 16 inch MK1A3HN Laptop,309490,60,13th Gen Apple M i9 M1 Max M1 Max,"24 Cores (8P + 16E), 32 Threads",Unified,SSD,16.2,2234,Mac OS,13,9,32,1000,0,1000,Others,Mac,254.0233485
Dell,Inspiron 3511 Laptop,49990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 10  OS,11,5,8,512,0,512,Intel,Windows,141.2119981
Dell,Inspiron 3511 Laptop,40250,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,Hard_Disk,15.6,1080,Windows 10 OS,11,3,8,1000,1000,0,Intel,Windows,141.2119981
Asus,VivoBook F571LH-BQ435T Gaming Laptop,59990,72,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 10 OS,10,7,16,512,0,512,NVIDIA,Windows,141.2119981
Dell,Inspiron 3511 Laptop,57990,65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,Hard_Disk,15.6,1080,Windows 10 OS,11,5,8,1000,1000,0,NVIDIA,Windows,141.2119981
Infinix,Book Slim Laptop,36999,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",LPDDR4X,SSD,14,2160,Windows 10 OS,11,3,8,256,0,256,Intel,Windows,185.4283513
Xiaomi,RedmiBook Pro 15 Laptop,53990,67,5th Gen AMD Ryzen i5 5600H ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,2000,Windows 10  OS,5,5,16,512,0,512,AMD,Windows,241.8969521
Xiaomi,RedmiBook Pro 14 Laptop,48990,62,5th Gen AMD Ryzen i5 5500U ,"Hexa Core, 12 Threads",DDR4,SSD,14,1600,Windows 10  OS,5,5,16,512,0,512,AMD,Windows,215.6338544
HP,15s-GR0012AU Laptop,37290,61,3rd Gen AMD Ryzen i3 3250U,"Dual Core, 4 Threads",DDR4,Hard_Disk,15.6,1080,Windows 10 OS,3,3,8,1000,1000,0,AMD,Windows,141.2119981
Samsung,Surface Laptop 3 1873,60390,69.32352941,3rd Gen AMD Ryzen i5 3580U,"Quad Core, 8 Threads",DDR4,SSD,15,1664,Windows 10 OS,3,5,8,128,0,128,AMD,Windows,199.9879107
LG,MateBook D15 Laptop,54999,65,3rd Gen AMD Ryzen i5 3500U ,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 10 OS,3,5,8,256,0,256,NVIDIA,Windows,141.2119981
HP,EliteBook 840 G6,90464,69.32352941,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 10 OS,8,5,8,512,0,512,Others,Windows,157.3505121
Acer,Swift SF514-52T NX.GTMSI.025 Laptop,54490,61,8th Gen Intel Core i5 8250U,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 10 OS,8,5,8,512,0,512,Intel,Windows,157.3505121
Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,199900,69.32352941,12th Gen i8,"Quad Core, 8 Threads",Unified,SSD,13.3,2560,Mac High Sierra OS,12,8,8,512,0,512,Intel,Mac,226.9830047
Dell,Latitude 13 5320 2 in 1 Laptop,89999,62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,13.3,1080,Windows 10  OS,11,5,8,256,0,256,Intel,Windows,165.6321181
Dell,Latitude 9430 Laptop,260000,62,12th Gen Intel Core i7 1265U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14.1,1600,Windows OS,12,7,32,1000,0,1000,Intel,Windows,214.1045363
Acer,Aspire Lite 15 AL15-51 2023  Laptop,45999,64,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,16,1000,0,1000,Intel,Windows,141.2119981
Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,106990,69,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,16,1200,Windows 11 OS,12,7,16,1000,0,1000,Intel,Windows,141.509717
Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,221990,64,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,7,16,1000,0,1000,Intel,Windows,161.7253908
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,146990,86,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,16,1600,Windows 11 OS,12,7,32,2000,0,2000,NVIDIA,Windows,188.6796226
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,52990,62,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11  OS,10,5,8,512,0,512,NVIDIA,Windows,141.2119981
Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,59990,69.32352941,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR4X,SSD,14,1440,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,209.8006829
Dell,Inspiron 15 3511 Laptop,52990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11  OS,11,5,8,512,0,512,Intel,Windows,141.2119981
Samsung,Galaxy Book2 15 Laptop,64490,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,141.2119981
Samsung,Galaxy Book2 Laptop,78990,62,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR4X,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
Samsung,Galaxy Book2 15 Laptop,59900,69.32352941,12th Gen Intel Core i5 1235U ,"10 Cores (2P + 8E), 12 Threads",LPDDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
HP,Pavilion 14-EC1019AU Laptop,55990,69.32352941,5th Gen AMD Ryzen i5 5625U,"Hexa Core, 12 Threads",DDR4,SSD,14,1080,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,157.3505121
Lenovo,V15-IGL 82C3A008IH Laptop,19990,69.32352941,3rd Gen Intel Celeron i3 N4020 ,"Dual Core, 2 Threads",DDR4,SSD,15.6,1080,DOS OS,3,3,4,256,0,256,Intel,DOS,141.2119981
Samsung,Book Prime Laptop,47990,63,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",LPDDR4X,SSD,14,1440,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,185.4283513
Samsung,Galaxy Book2 Pro 360 13 Laptop,112990,72,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",LPDDR5,SSD,13.3,1920,Windows 11 OS,12,7,16,512,0,512,Intel,Windows,165.6321181
Samsung,Galaxy Book2 Pro 13 Laptop,101990,67,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",LPDDR5,SSD,13.3,1920,Windows 11 OS,12,7,16,512,0,512,Intel,Windows,165.6321181
Samsung,Galaxy Book2 Pro 360 13 Laptop,102990,71,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",LPDDR5,SSD,13.3,1920,Windows 11 OS,12,5,16,512,0,512,Intel,Windows,165.6321181
Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,33499,69.32352941,4th Gen Intel Pentium Silver i5 N6000,"Quad Core, 8 Threads",LPDDR4X,Hard_Disk,13.3,1080,Windows 11 OS,4,5,4,128,128,0,Intel,Windows,165.6321181
HP,15s-eq2143au Laptop,33999,69.32352941,5th Gen AMD Ryzen i3  5300U,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows OS,5,3,8,512,0,512,AMD,Windows,141.2119981
Apple,MacBook Pro 16 inch MK183HN Laptop,215994,69.32352941,13th Gen Apple M i9 M1 Pro ,"24 Cores (8P + 16E), 32 Threads",Unified,SSD,16.2,2234,Mac OS,13,9,16,512,0,512,Others,Mac,254.0233485
Apple,MacBook Pro 14 inch MKGQ3HN Laptop,215994,69.32352941,13th Gen Apple M i9 M1 Pro ,"24 Cores (8P + 16E), 32 Threads",Unified,SSD,14.2,1964,Mac OS,13,9,16,1000,0,1000,Others,Mac,253.9303427
Asus,VivoBook X509FA-BR301T Laptop,26500,69.32352941,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",DDR4,Hard_Disk,15.6,1080,Windows 10 OS,10,3,4,1000,1000,0,Intel,Windows,141.2119981
Xiaomi,Mi Notebook Pro X 15 Laptop,79990,65,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",LPDDR4X,SSD,15.6,3456,Windows 10  OS,11,5,16,512,0,512,Intel,Windows,261.2487083
Dell,Inspiron 5518 Laptop,68000,70,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 10 OS,11,5,16,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,47925,60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 10 OS,11,5,8,512,0,512,Intel,Windows,141.2119981
Xiaomi,RedmiBook Pro 15 Laptop,59990,70,5th Gen AMD Ryzen i7 5800H ,"Octa Core, 16 Threads",DDR4,SSD,15.6,2000,Windows 10  OS,5,7,16,512,0,512,AMD,Windows,241.8969521
Dell,Latitude 3410 Laptop,67800,69.32352941,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",DDR4,SSD,14,768,Ubuntu OS,10,5,8,512,0,512,Intel,Ubuntu,111.9352036
Samsung,Surface Laptop 3 1873,60490,69.32352941,3rd Gen AMD Ryzen i5 3580U,"Quad Core, 8 Threads",DDR4,SSD,15,1664,Windows 10 OS,3,5,8,128,0,128,AMD,Windows,199.9879107
Apple,MacBook Air 2020 Laptop,72999,69.32352941,10th Gen Intel Core i3,"Quad Core, 8 Threads",LPDDR4X,SSD,13.3,1600,"Mac 10.15.3	 OS",10,3,8,256,0,256,Intel,Mac,226.9830047
Apple,MacBook Air 2020 Laptop,109999,69.32352941,10th Gen Intel Core i7,"Quad Core, 8 Threads",LPDDR4X,SSD,13.3,1600,"Mac 10.15.3	 OS",10,7,8,512,0,512,Intel,Mac,226.9830047
Dell,Inspiron 5370 Laptop,87990,67,8th Gen Intel Core i7 8550U,"Quad Core, 8 Threads",DDR4,SSD,13.3,1080,Windows 10 OS,8,7,8,256,0,256,Others,Windows,165.6321181
HP,ZBook 15 G6 Laptop,121900,69,9th Gen Intel Core i7 ,"Hexa Core, 12 Threads",DDR4,SSD,15.6,2160,Windows 10 OS,9,7,16,512,0,512,Intel,Windows,282.4239962
Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,136490,69.32352941,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",DDR4,SSD,15.6,2160,Windows 10 OS,8,9,16,1000,0,1000,NVIDIA,Windows,282.4239962
Xiaomi,G5 MF-E2IN313SHLaptop,143700,77,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,15s-er2004AU Laptop,50490,69.32352941,5th Gen AMD Ryzen i7 5700U,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,AMD,Windows,141.2119981
Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,71990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,1000,0,1000,Intel,Windows,141.2119981
Dell,G15-5530 15 2023 Gaming Laptop,136899,75,13th Gen Intel Core i7 13650HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,141.2119981
Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,62990,69,5th Gen AMD Ryzen i5 5500U,"Hexa Core, 12 Threads",DDR4,SSD,14,1200,Windows 11 OS,5,5,16,512,0,512,AMD,Windows,161.7253908
Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,43990,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,157.3505121
Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,33990,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,58990,65,7th Gen AMD Ryzen i5 7530U,"Hexa Core, 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,7,5,16,1000,0,1000,Intel,Windows,141.2119981
MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,154990,71,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",DDR5,SSD,15.6,1440,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,188.2826641
MSI,Summit B15 A11M-236IN Laptop,69990,64,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 10 OS,11,7,16,1000,0,1000,Intel,Windows,141.2119981
Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,50000,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,14,1080,DOS OS,11,3,8,512,0,512,Intel,DOS,157.3505121
Lenovo,V15 G4 Laptop,36990,69.32352941,7th Gen AMD Ryzen i5 7520U ,"Quad Core, 8 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,76500,66,7th Gen AMD Ryzen i7  7730U,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,AMD,Windows,141.2119981
Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,33990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,256,0,256,Intel,Windows,141.2119981
Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,32990,69.32352941,7th Gen AMD Ryzen i3 7320U,"Quad Core, 8 Threads",LPDDR5,SSD,15.6,1080,Windows 11 OS,7,3,8,512,0,512,AMD,Windows,141.2119981
Asus,Vivobook 16X K3605VU-MB541WS Laptop,103221,69,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,16,1200,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,141.509717
Asus,Vivobook 16X K3605ZU-MB542WS Laptop,89990,71,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,16,1200,Windows 11 OS,12,5,16,512,0,512,NVIDIA,Windows,141.509717
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,56990,69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,44980,69.32352941,7th Gen AMD Ryzen i5 7520U,"Quad Core, 8 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,7,5,16,512,0,512,AMD,Windows,157.3505121
Asus,Vivobook Go 14 E410KA-EK013W Laptop,23990,69.32352941,3rd Gen Intel N4500 i3,"Dual Core, 2 Threads",DDR4,SSD,14,1080,Windows OS,3,3,8,256,0,256,Intel,Windows,157.3505121
Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,76990,63,5th Gen AMD Ryzen i7 5800HS,"Octa Core, 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,7,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,26920,69.32352941,4th Gen Intel Celeron i3 N4500  ,"Dual Core, 2 Threads",LPDDR4X,SSD,14,1920,Chrome OS,4,3,8,64,0,64,Intel,Chrome,157.3505121
Infinix,Lite NU14U4INC44BN-CS Laptop,14490,69.32352941,3rd Gen Intel Celeron i3 N4020 ,"Dual Core, 2 Threads",DDR4,SSD,14.1,768,Windows 11 OS,3,3,4,256,0,256,Intel,Windows,111.1413369
Dell,Inspiron 3520 IN3520KTMFJS01ORS1 Laptop,38990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,3,8,512,0,512,Intel,Windows,141.2119981
Lenovo,IdeaPad Gaming 3 15ACH6 82K20289IN Laptop,52990,63,5th Gen AMD Ryzen i5 5500H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,5,5,8,512,0,512,NVIDIA,Windows,141.2119981
HP,Omen 17-ck2011TX Gaming Laptop,362999,88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,17.3,1440,Windows 11  OS,13,9,32,1000,0,1000,NVIDIA,Windows,169.7808994
Acer,Aspire 5 A515-58GM 15 2023 Gaming Laptop,64990,65,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop,62990,64,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,13,5,16,512,0,512,NVIDIA,Windows,141.2119981
Acer,One 11 Z8-284 UN.013SI.032 Laptop,18990,69.32352941,3rd Gen Intel Celeron i3 N4500 ,"Dual Core, 2 Threads",DDR4,SSD,11.6,768,Windows 11 OS,3,3,8,256,0,256,Intel,Windows,135.0942112
HP,Omen 16-u0022TX Gaming Laptop,169999,78,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16.1,1600,Windows 11 OS,13,7,16,512,0,512,NVIDIA,Windows,187.5076995
HP,Omen 16-u0021TX Gaming Laptop,189999,80,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,16.1,1600,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,187.5076995
HP,Omen 16-u0024TX Gaming Laptop,298999,88,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16.1,1600,Windows 11 OS,13,9,32,2000,0,2000,NVIDIA,Windows,187.5076995
HP,Pavilion Plus ‎14-ey0789AU Laptop,99999,70,7th Gen Amd Ryzen i7 7840H,"Octa Core, 16 Threads",LPDDR5X,SSD,14,1800,Windows 11 OS,7,7,16,1000,0,1000,AMD,Windows,242.5880863
HP,Omen 17-ck2008AX Gaming Laptop,267999,85,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",DDR5,SSD,17.3,1440,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,169.7808994
Lenovo,IdeaPad Pro 5 83AQ005SIN Gaming Laptop,108990,63,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",LPDDR5,SSD,16,1600,Windows 11  OS,13,7,16,1000,0,1000,NVIDIA,Windows,188.6796226
Lenovo,IdeaPad Gaming 3 15IHU6 82K101R3IN Laptop,51990,69,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,11,5,8,512,0,512,NVIDIA,Windows,141.2119981
Asus,TUF Gaming F17 FX706HF-HX019W Laptop,62608,66,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",DDR4,SSD,17.3,1080,Windows 11 OS,11,5,16,512,0,512,NVIDIA,Windows,127.3356746
Acer,Aspire 5 A515-57G-58R7 Gaming Laptop,57999,67,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,NVIDIA,Windows,141.2119981
Dell,Inspiron 5430 IN5430FR0KC001ORS1 Laptop,62990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",LPDDR5,SSD,14,1080,Windows 11 OS,13,5,8,512,0,512,Intel,Windows,157.3505121
Lenovo,IdeaPad Slim 5 82XD005RIN Laptop,71990,69.32352941,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",LPDDR5,SSD,14,1200,Windows 11 OS,13,5,16,512,0,512,Intel,Windows,161.7253908
Lenovo,Legion Pro 7 2023 82WQ007TIN Gaming Laptop,297990,85,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,9,32,1000,0,1000,NVIDIA,Windows,188.6796226
Lenovo,Legion Slim 5 82YA00DXIN Gaming Laptop,138490,78,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,7,16,1000,0,1000,NVIDIA,Windows,188.6796226
Lenovo,Legion 5 Pro 82JQ010EIN Laptop,103395,77,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,16,1600,Windows 11 OS,5,7,16,512,0,512,NVIDIA,Windows,188.6796226
Lenovo,IdeaPad 5 Pro 82SN00F0IN Gaming Laptop,88990,66,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",LPDDR5,SSD,16,1600,Windows 11  OS,6,7,16,512,0,512,NVIDIA,Windows,188.6796226
MSI,CreatorPro Z16 HX B13VKTO-214IN Laptop,419990,89,13th Gen Intel Core i9 13950HX,"24 Cores (8P + 16E), 32 Threads",DDR5,SSD,16,1600,Windows 11 OS,13,9,64,2000,0,2000,NVIDIA,Windows,188.6796226
Lenovo,IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop,87990,65,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",LPDDR4X,SSD,14,1200,Windows 11 OS,13,7,16,512,0,512,Intel,Windows,161.7253908
Lenovo,IdeaPad Slim 3 82RK00EMIN Laptop,48990,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,5,8,512,0,512,Intel,Windows,141.2119981
MSI,Bravo 15 B7ED-011IN Gaming Laptop,79990,70,7th Gen AMD Ryzen i7 7735HS,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,7,16,512,0,512,AMD,Windows,141.2119981
Lenovo,IdeaPad 3 15IAU7 82RK00XDIN Laptop,33990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,256,0,256,Intel,Windows,141.2119981
HP,14s-dr3002TU Laptop,26990,69.32352941,4th Gen Intel Celeron i3 N4500 ,"Dual Core, 2 Threads",DDR4,SSD,14,768,Windows 11 OS,4,3,8,512,0,512,Intel,Windows,111.9352036
Acer,C734 NX.H8VSI.004 Chromebook Laptop,13990,69.32352941,3rd Gen Intel Celeron Dual Core i3 N4500,"Dual Core, 2 Threads",LPDDR4X,Hard_Disk,11.6,1024,Chrome OS,3,3,4,64,64,0,Intel,Chrome,141.310328
Acer,TravelMate P2 TMP214-53 Business Laptop,49990,65,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,7,16,1000,0,1000,Intel,Windows,157.3505121
MSI,Bravo 15 B7ED-012IN Gaming Laptop,59990,65,7th Gen AMD Ryzen i5 7535HS,"Hexa Core, 12 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,7,5,8,512,0,512,AMD,Windows,141.2119981
Asus,ROG Strix G15 G513RC-HN251WS Gaming Laptop,91990,71,6th Gen AMD Ryzen i7 6800H,"Octa Core, 16 Threads",DDR5,SSD,15.6,1080,Windows 11 OS,6,7,16,1000,0,1000,NVIDIA,Windows,141.2119981
Asus,Vivobook 16 2023 X1605VA-MB957WS Laptop,95689,73,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",DDR4,SSD,16,1200,Windows 11 OS,13,9,16,1000,0,1000,Intel,Windows,141.509717
Acer,Chromebook CB314-3H NX.K04SI.007 Laptop,26732,69.32352941,3rd Gen Intel Celeron Dual Core i4 N4500,"Dual Core, 2 Threads",LPDDR4X,SSD,14,1024,Chrome OS,3,4,8,128,0,128,Intel,Chrome,117.0857003
HP,Zbook FireFly 14 G8 4F0W6PA Laptop,89999,70,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",DDR4,SSD,14,1080,Windows 11 OS,11,5,16,512,0,512,Intel,Windows,157.3505121
Asus,Vivobook S14 Flip TN3402QA-LZ751WS Laptop,69990,62,5th Gen AMD Ryzen i7 5800H,"Octa Core, 16 Threads",DDR4,SSD,14,1200,Windows 11 OS,5,7,16,1000,0,1000,AMD,Windows,161.7253908
Asus,Vivobook S14 Flip TN3402QA-LZ551WS Laptop,65391,69.32352941,5th Gen AMD Ryzen i5 5600H,"Hexa Core, 12 Threads",DDR4,SSD,14,1200,Windows 11 OS,5,5,16,1000,0,1000,AMD,Windows,161.7253908
Lenovo,Thinkpad T14 Laptop,90000,69.32352941,4th Gen AMD Ryzen i7 PRO 4750U,"Octa Core, 16 Threads",DDR4,SSD,14,1080,Windows 10 OS,4,7,16,512,0,512,AMD,Windows,157.3505121
Lenovo,IdeaPad Slim 3 82RK00VWIN Laptop,38390,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",DDR4,SSD,15.6,1080,Windows 11 OS,12,3,8,512,0,512,Intel,Windows,141.2119981
